abandon	931	0.155804
abandon	453	0.104888
abandon	649	0.103870
abandon	557	0.078411
abandon	397	0.047862
abandon	561	0.042770
abandon	704	0.040733
abandon	335	0.036660
abandon	1087	0.031568
abandon	361	0.031568
abandon	1190	0.030550
abandon	975	0.022403
abandon	129	0.018330
abandon	948	0.018330
abandon	199	0.014257
abandon	582	0.013238
abandon	489	0.010183
abandon	415	0.009165
abandon	1072	0.008147
abandon	918	0.008147
abandon	797	0.007128
abandon	467	0.007128
abandon	983	0.007128
abandon	1145	0.006110
abandon	775	0.005092
abandon	1079	0.005092
abandon	245	0.005092
abandon	340	0.005092
abandon	900	0.005092
abandon	414	0.005092
abandon	403	0.004073
abandon	112	0.003055
abandon	686	0.003055
abandon	394	0.003055
abandon	498	0.003055
abandon	6	0.002037
abandon	25	0.002037
abandon	1051	0.002037
abandon	1074	0.002037
abandon	51	0.002037
abandon	596	0.002037
abandon	1129	0.002037
abandon	160	0.002037
abandon	262	0.002037
abandon	641	0.002037
abandon	281	0.002037
abandon	313	0.002037
abandon	832	0.002037
abandon	877	0.002037
abandon	901	0.002037
abandon	432	0.002037
abandon	456	0.002037
abandon	470	0.002037
abandon	990	0.002037
abandon	490	0.002037
abandon	256	0.001018
abandon	11	0.001018
abandon	1060	0.001018
abandon	1070	0.001018
abandon	559	0.001018
abandon	564	0.001018
abandon	862	0.001018
abandon	1091	0.001018
abandon	583	0.001018
abandon	1111	0.001018
abandon	93	0.001018
abandon	1127	0.001018
abandon	1133	0.001018
abandon	623	0.001018
abandon	115	0.001018
abandon	1160	0.001018
abandon	656	0.001018
abandon	1171	0.001018
abandon	663	0.001018
abandon	159	0.001018
abandon	683	0.001018
abandon	285	0.001018
abandon	718	0.001018
abandon	725	0.001018
abandon	218	0.001018
abandon	732	0.001018
abandon	223	0.001018
abandon	743	0.001018
abandon	768	0.001018
abandon	776	0.001018
abandon	280	0.001018
abandon	389	0.001018
abandon	302	0.001018
abandon	823	0.001018
abandon	830	0.001018
abandon	327	0.001018
abandon	330	0.001018
abandon	333	0.001018
abandon	337	0.001018
abandon	853	0.001018
abandon	344	0.001018
abandon	858	0.001018
abandon	350	0.001018
abandon	353	0.001018
abandon	869	0.001018
abandon	376	0.001018
abandon	380	0.001018
abandon	1002	0.001018
abandon	399	0.001018
abandon	949	0.001018
abandon	957	0.001018
abandon	958	0.001018
abandon	973	0.001018
abandon	481	0.001018
abandon	495	0.001018
abandon	1013	0.001018
abandon	1014	0.001018
abase	918	0.400000
abase	114	0.200000
abase	549	0.200000
abase	917	0.200000
abate	902	0.200000
abate	544	0.100000
abate	551	0.100000
abate	650	0.100000
abate	591	0.100000
abate	720	0.100000
abate	314	0.100000
abate	858	0.100000
abate	734	0.100000
abbreviate	780	0.250000
abbreviate	957	0.250000
abbreviate	1190	0.250000
abbreviate	903	0.250000
abdicate	1087	0.307692
abdicate	319	0.230769
abdicate	199	0.153846
abdicate	420	0.076923
abdicate	102	0.076923
abdicate	976	0.076923
abdicate	735	0.076923
abduct	1184	0.166667
abduct	96	0.166667
abduct	709	0.166667
abduct	934	0.166667
abduct	641	0.166667
abduct	152	0.166667
abet	741	0.222222
abet	797	0.222222
abet	897	0.111111
abet	807	0.111111
abet	1033	0.111111
abet	15	0.111111
abet	946	0.111111
abhor	975	0.163265
abhor	52	0.122449
abhor	1129	0.102041
abhor	377	0.102041
abhor	124	0.061224
abhor	649	0.040816
abhor	845	0.040816
abhor	390	0.020408
abhor	781	0.020408
abhor	655	0.020408
abhor	539	0.020408
abhor	508	0.020408
abhor	420	0.020408
abhor	37	0.020408
abhor	40	0.020408
abhor	41	0.020408
abhor	1069	0.020408
abhor	819	0.020408
abhor	315	0.020408
abhor	65	0.020408
abhor	588	0.020408
abhor	846	0.020408
abhor	1104	0.020408
abhor	478	0.020408
abhor	634	0.020408
abide	704	0.163636
abide	890	0.145455
abide	339	0.072727
abide	922	0.036364
abide	1079	0.036364
abide	975	0.036364
abide	487	0.036364
abide	642	0.018182
abide	263	0.018182
abide	529	0.018182
abide	917	0.018182
abide	918	0.018182
abide	538	0.018182
abide	1182	0.018182
abide	289	0.018182
abide	934	0.018182
abide	42	0.018182
abide	1069	0.018182
abide	688	0.018182
abide	561	0.018182
abide	1050	0.018182
abide	1075	0.018182
abide	451	0.018182
abide	583	0.018182
abide	718	0.018182
abide	206	0.018182
abide	343	0.018182
abide	602	0.018182
abide	741	0.018182
abide	1004	0.018182
abide	1135	0.018182
abide	1011	0.018182
abide	253	0.018182
abolish	1074	0.259259
abolish	830	0.134680
abolish	952	0.087542
abolish	1176	0.074074
abolish	397	0.060606
abolish	453	0.060606
abolish	515	0.040404
abolish	955	0.037037
abolish	991	0.023569
abolish	923	0.013468
abolish	1093	0.013468
abolish	420	0.013468
abolish	1087	0.010101
abolish	676	0.010101
abolish	110	0.010101
abolish	647	0.006734
abolish	403	0.006734
abolish	931	0.006734
abolish	715	0.006734
abolish	845	0.006734
abolish	975	0.006734
abolish	1131	0.006734
abolish	1016	0.006734
abolish	1029	0.003367
abolish	774	0.003367
abolish	394	0.003367
abolish	77	0.003367
abolish	1134	0.003367
abolish	790	0.003367
abolish	412	0.003367
abolish	34	0.003367
abolish	1063	0.003367
abolish	43	0.003367
abolish	50	0.003367
abolish	51	0.003367
abolish	309	0.003367
abolish	1101	0.003367
abolish	120	0.003367
abolish	803	0.003367
abolish	591	0.003367
abolish	988	0.003367
abolish	763	0.003367
abolish	356	0.003367
abolish	742	0.003367
abolish	849	0.003367
abolish	365	0.003367
abolish	756	0.003367
abolish	502	0.003367
abolish	378	0.003367
abolish	319	0.003367
abolish	892	0.003367
abolish	1022	0.003367
abort	41	0.200000
abort	1133	0.133333
abort	384	0.066667
abort	1088	0.066667
abort	72	0.066667
abort	428	0.066667
abort	51	0.066667
abort	628	0.066667
abort	309	0.066667
abort	1142	0.066667
abort	1016	0.066667
abort	564	0.066667
abound	160	0.052632
abound	225	0.052632
abound	733	0.052632
abound	230	0.052632
abound	454	0.052632
abound	295	0.052632
abound	969	0.052632
abound	814	0.052632
abound	463	0.052632
abound	432	0.052632
abound	145	0.052632
abound	947	0.052632
abound	693	0.052632
abound	55	0.052632
abound	1081	0.052632
abound	890	0.052632
abound	1180	0.052632
abound	893	0.052632
abound	511	0.052632
abridge	324	1.000000
absent	918	0.210526
absent	55	0.157895
absent	913	0.105263
absent	465	0.105263
absent	434	0.105263
absent	836	0.052632
absent	458	0.052632
absent	303	0.052632
absent	148	0.052632
absent	917	0.052632
absent	751	0.052632
absolve	335	0.294118
absolve	918	0.117647
absolve	141	0.088235
absolve	1074	0.058824
absolve	1103	0.058824
absolve	827	0.058824
absolve	863	0.058824
absolve	33	0.029412
absolve	1051	0.029412
absolve	1092	0.029412
absolve	522	0.029412
absolve	1200	0.029412
absolve	219	0.029412
absolve	430	0.029412
